posterId,title,description,somCoordinate,representationsCoordinate,clusterId
po000411,酒田競馬,,1397,,104.0
po000412,第十九回樺太大競馬会,,1127,,104.0
po000414,福島競馬,,1585,,104.0
po000418,春季函館競馬,春季函館競馬、馬券大當（金二百円）、開催日七月十一・十二・十八・十九（土・日曜日）前十一時、出場馬匹百十余頭（名馬揃）、函館競馬倶楽部、函館ハコー印刷会社印行,934,,104.0
po000419,帝室御賞典函館競馬,帝室御賞典函館競馬、、昭和三年秋季、開催時日、九月十二日（水曜）十三日（木曜）十五日（土曜）十六日（日曜）、社団法人函館競馬倶楽部、函館第一印刷株式会社印行,858,,104.0
po000425,第十一回函館没馬能力共進会,第十一回函館没馬能力共進会、会期、六月二十五日・二十六日・二十七日、三日間、場所、函館市高森砂丘（褒賞授与式廿七日午前十時）、餘興、輓馬競争・土産馬地道競争・中間種速競争、後援、農林省・北海道庁・渡島支庁・函館市役所・帝国馬匹恊会・中央畜産会・帝国競馬協会・北海道畜産組合連合会・渡島畜産組合、主催、函館産馬奨勵会・函館市畜産組合・亀田郡畜産組合,1145,,208.0
po000427,昭和六年秋季　八雲競馬,,1662,,104.0
po000428,日本一の白河馬市,,1978,,113.0
po000430,埼玉甘藷,,516,,108.0
po000453,鉄道図書館訓,,1450,,152.0
po000454,館内配置書架案内,,613,,151.0
po000457,記念緑化運動,函館市復興緑樹婦人団、記念緑化運動、函館市復興緑樹婦人団3月21日、グリーンベルトは婦人の手で、第一印刷納,1901,217.0,135.0
po000458,植樹祭,,162,,135.0
po000459,お互に道路を愛しませう,,737,,212.0
po000460,道は世の為人の為ともに改良致しませう,,1357,,47.0
po000461,覚めよ道路改善に,覚めよ道路改善に、函館道路改善会、函館ハマナカ石印、,1802,184.0,213.0
po000462,衛生都市の建設,衛生都市の建設、郷土美化、道路の清潔整頓、函館市衛生組合連合会、函館市役所、函館警察署、ハコー印刷会社印行、市民各位への紙付き、サインあり、、、、、、、、、、、,935,,214.0
po000463,道路の改良と愛護は万人の幸福,サインあり,1508,,213.0
po000464,お互に道路を愛しませう,サインあり,1690,,212.0
po000465,度量衡記念日,,213,,132.0
po000466,四月十一日度量衡記念日,,975,,132.0
po000467,米ハキログラムデ買ヒマセウ,,969,,45.0
po000468,メートルデー,,920,,207.0
po000469,来ル四月十一日ヨリ白米ハメートル法デ小売シマス,,713,81.0,45.0
po000470,新旧対照重量換算表,,847,,206.0
po000471,メートル法実行｛匆建からグラム建に｝建値換算表,,1688,,206.0
po000472,МЕТРИЧЕСКИЕМЕРЫ,,1171,130.0,
po000473,МЕТРИЧЕСКИЕМЕРЫ,昭和14年11月4日受付印あり,266,,
po000474,銃後健康報国　,銃後健康報国、健康週間、五月二日（第一日）清潔整頓ノ日、身体ノ清潔、住居内外ノ整頓、道路ノ清掃、五月三日（第二日）栄養改善ノ日、栄養料理ノ普及、胚芽米食ノ勵行、五月四日（第三日）結核撲滅ノ日、日光浴、外気生活、徒歩勵行、結核早期治療、五月五日（第四日）母子保健ノ日、母性、乳幼児健康増進、健康相談所利用、五月六日（第五日）近視齲歯予防ノ日、視力保存、齲歯ノ予防治療、五月七日（第六日）民族淨血ノ日、国民ノ純潔、花柳病予防撲滅、五月八日（第七日）防疫強化ノ日、飲食物ノ注意、博染病予防の勵行、蝿族驅除、国民協力、昭和一四、函館市、,727,,204.0
po000475,健康週間,サインあり,190,,143.0
po000476,十月十日全国視力保存デー,十月十日、全国視力保存デー、眼をまもれ、十六日まで｛各眼科専門醫で眼疾無料相談竝眼鏡処方箋料二割引、北海道眼鏡協会員の店にて眼鏡市価の二割引帝電会社は高燭変更申込者に電球無料奉仕、主催｛函館市役所・函館警察署・函館市衛生組合連合会・函館市醫師会・函館眼科醫会・函館市小学校醫会・北海道眼鏡協会函館支部・帝国電力株式会社・函館産婆会・日本衛生会函館支部、厚生省・文部省・拓務省、大東印刷納、昭和拾参年の印あり,1781,,135.0
po000477,六月四日　ムシ歯予防デー,サインあり、昭和拾参年の印あり,447,,165.0
po000479,第十三回結核予防デー　12.6.27,第十三回結核予防デー、12.6.27、結核予防、北海道衛生組合連合会、懸賞募集＝一等當選、函館市衛生組合連合会、小樽・札幌塩野其水堂印刷、結核予防十戒の紙付き,450,,165.0
po000480,6月4日全国ムシ歯予防デー,,1287,,165.0
po000481,第八回結核予防デー　7.6.27,第八回結核予防デー、7.6.27、結核予防、北海道衛生組合連合会、懸賞募集、一等當選図案、北海石版活版印刷、函館衛生組合連合会、函館市役所・日本衛生会函館支会・函館市醫師会・函館衛生講習同窓会・函館警察署、結核予防十則の紙付き、サインあり,244,,165.0
po000482,第七回結核予防デー　6.6.27,,158,,165.0
po000483,自然に親しめ,サインあり,1732,187.0,214.0
po000484,六月四日むし歯予防デー,,1987,220.0,165.0
po000486,第二回飾窓競技会参加店,,410,,159.0
po000487,陽明堂后版印刷所,,1791,,37.0
po000488,陽明堂后版印刷所,大正十三年のカレンダー付き,929,,37.0
po000489,陽明堂印刷所,昭和六年のカレンダー付き,615,,37.0
po000490,陽明堂印刷所,昭和七年のカレンダー付き,616,75.0,37.0
po000491,陽明堂印刷所,昭和八年のカレンダー付き,538,,37.0
po000492,陽明堂印刷所,昭和九年のカレンダー付き,614,,37.0
po000493,創業二十周年　大日本法令出版株式会社,,1262,,187.0
po000494,三秀舎のカレンダーの台紙,サインあり,1416,,179.0
po000495,御大典奉祝ノ為メ十一月十日謹而休業仕候,御大典奉祝ノ為メ十一月十一日謹而休業仕候、函館浴塲組合,1912,,134.0
po000496,明治三十二年略暦,,1464,,128.0
po000497,謹而御大喪儀ヲ拝シ七日休業仕候,謹而御大喪儀ヲ拝シ七日休業仕候、函館浴塲組合、函館浴塲組合取締印あり,1993,,45.0
po000498,帝国第二艦隊歓迎之為メ乗組軍人ノ御方之入浴料ヲ金三銭二仕候,帝国第二艦隊歓迎之為メ乗組軍人ノ御方之入浴料ヲ金三銭二仕候、函館浴塲組合、函館浴塲組合取締印あり,1205,141.0,45.0
po000499,電話早見表,北海道物産、製造総本舗、藤井おみやげ店、函館市末広町丸井呉服店前、電話一一八七番,53,,206.0
po000502,所得の申告,,809,,191.0
po000504,故大隈候記念大講堂建設資金募集,サインあり,1848,,137.0
po000505,国際補助語　エスペラント,国際補助語エスペラント、函館エスペラント協会中立なる言語の基礎の上に相互に了解しつつ人々は一致して作るであらう一つの大きな家族的の団躰を（ラ・エスぺーロの一節）,685,,162.0
po000506,賜御台覧之栄,,1495,,45.0
po000507,六月四日ムシ歯予防デー,,1363,,165.0
po000510,サムライインキ,,930,102.0,66.0
po000511,アテナインキ,昭和十三年の印あり,160,,66.0
po000512,丸善スタンプインキ,昭和十三年の印あり,875,,66.0
po000515,冷えたポンパンのうまさは素敵！,浴場部認印あり,1289,,
po000516,レート,,735,,207.0
po000517,ほうらい足袋,,891,,33.0
po000518,創業明治八年　島津製作所,,1105,,127.0
po000519,プラトンインキ,,490,,66.0
po000520,英国製ヒーロー防水靴クリーム,,80,,92.0
po000521,町野金物店,,2026,,31.0
po000522,フライト,人畜無害理想殺虫剤効力絶大、フライト、北海道樺太総代理店、函館市若松町太平商会、家庭用殺虫液フライトの特長の紙付き,1478,,196.0
po000523,安全スベリ止,,108,,68.0
po000524,田沢除蝿粉,,1456,,34.0
po000525,二色蚊とり線香　キング,,1274,,90.0
po000527,アセモ・タダレの最新薬　シッカロール,,1506,,216.0
po000530,函館名物　五稜郭漬,函館名物、五稜郭漬,1609,,118.0
po000531,ハアマアー鉛筆,,1088,,181.0
po000533,時計ビスケ,新製乳菓、時計ビスケ、これぞ万人向きの嗜好品、御家庭の御愛用を願います、函館菓子製造株式会社、小樽塩野其水堂印行,915,,90.0
po000534,大津屋　太平商店,足袋万仕たてもの商、大津屋太平商店、函館区相生町八十七番地,354,,14.0
po000536,CHEFSOUPS,,332,,94.0
po000537,登録商標　花の雲,,198,,64.0
po000538,極東　コーヒー牛乳,,1810,,88.0
po000539,ロンドインキ,,17,,66.0
po000540,台湾ぽんかん,,814,,202.0
po000541,ブルドックソース,,105,,70.0
po000542,羊肉ハ肉ノ王　,羊肉ハ肉ノ王、羊肉料理講習会の日程表の紙付き,954,,45.0
po000549,函館精養軒の包装紙,函館精養軒、電話二百二十九番、営業種目、西洋菓子・食麺麺・ビスケット類,1650,,61.0
po000550,岩船呉服店の包装紙,函館辨天町、岩船呉服店、、電話十五番、十六番、二百八十五番,946,,62.0
po000551,荻野呉服店の包装紙,函館、荻野呉服店、電話一〇四八番,1572,,62.0
po000552,荻野呉服店の包装紙,函館ボーニ地蔵町、荻野呉服店、電話一〇四八番,1027,108.0,62.0
po000553,精養軒の包装紙,函館相生町、精養軒、電話二二九、西洋菓子・食麺麭、・ビスケット,1930,227.0,61.0
po000554,亀井信盛堂の包装紙,内外出版図書雑誌、文房具楽器運動類、亀井信盛堂、函館恵比須町十七番地、電話八二〇番,57,,61.0
po000555,ヤマトヤ商店の包装紙,教育玩具・雛人形類・武者人形・装飾用品、函館区恵比須町四十一番地ヤマトヤ商店,1739,,61.0
po000556,風月堂の包装紙,和洋御菓子舗、振替口座東京、弐七三八四番、電話１０番、７５６番,1268,,61.0
po000557,秋月堂の包装紙,函館大門前、秋月堂、電話二六二九番、シウゲツドー、,791,,61.0
po000558,風月堂田村商店の包装紙,御菓子舗、函館末広町、電話十番、七五六番、,695,,61.0
po000559,阿みや履物店の包装紙,函館大三坂、阿みや履物店,1851,,62.0
po000560,藤井土産店の包装紙,各博覧会金銀賞牌受領、北海道名産、製造本舗藤井土産店、函館末広町、電話一一八七番,539,,62.0
po000561,ハコダテヤの包装紙,和洋菓子缶詰、諸国名産、ハコダテヤ、公設市場,1423,,61.0
po000562,トラピスト乳製品の包装紙,トラピスト乳製品、販賣業、ベスト商会、函館市恵比須町三十六番地、電話一一六〇番,212,,61.0
po000563,丸越　白崎分店の包装紙,賣薬・小間物・洋物・化粧品、白崎分店、函館市青柳町（電話一六九七番）、一番よくきく荒れどめ御化粧水、御園四季の花、御料、御園白粉、評判の白粉下、御園の蕾、最も新しき良い化粧品を賣る店,1386,,62.0
po000564,長峰商店の包装紙,御履物、相生町平和館隣、長峰商店,1270,137.0,61.0
po000565,丸安　安田商店調製の包装紙,和洋珍果実御進物用、籠詰美麗調進仕候、安田商店調製、函館港末広町十字街、電話一三六一番,1348,,61.0
po000566,金森大正堂の包装紙,渡辺合名会社支店、金森大正堂、函館市若松町、電話一五〇一番、金森半紙、當店特撰發賣、紙質優良各種用途ニ愛用サレアリ、営業種目、国定教科書取次販賣、内外書籍雑誌諸帳簿、金森半紙特撰發賣、文房具運動器具各種、ライオン印諸文房具、パイロット高級万年筆、宮城製紙会社特約店,582,,61.0
po000567,函館ボーニ　荻野呉服店の包装紙,函館ボーニ荻野呉服店、営業種目、絹布綿布・貴金属類・袋物装身具・小間物・化粧品・毛布膝掛・鞄洋傘・旅行用品・小供洋服・ショール・洋服付属・帽子類、電話三百四十六・千四十八番、OGINOGOFUKUTENJIZOMACHIHAKODATE、TEL№346、TEL、№1048,1891,,62.0
po000568,松屋呉服店の包装紙,合名会社、松屋呉服店、函館本店、電話八五三、釧路支店、電話四〇三,1103,,62.0
po000569,近江屋呉服店の包装紙,函館市相生町、浅利坂角、近江屋呉服店,583,,62.0
po000570,函館　今井呉服店の包装紙,函館今井呉服店、,1814,188.0,62.0
po000571,中村呉服店の包装紙,函館末広町、電話一六五二番、中村呉服店、営業、呉服太物・洋反物・京染取扱・東京向半衿,584,,62.0
po000572,西田屋パンの包装紙,西田屋パン、函館、恵比須町、銀座通、電話六〇八番、一、美麗、二、清潔、三、風味佳良、四、娯楽,1813,,61.0
po000573,青柳軒の包装紙,青柳軒、函館公園前、ミルクホール,1504,,61.0
po000574,古西商店の包装紙,古西商店、函館谷地頭町、電話1398番、洋酒鑵詰・日用品雑貨,1024,,61.0
po000575,寺井陶器店の包装紙,寺井陶器店、函館市末広町、電話一一七番、セトモノ,1737,189.0,62.0
po000576,小西洋品店の包装紙,函館市末広町、小西洋品店、電話番号二四八一、TEL.NO.2481、電車降塲、八幡坂下、営業概要、輸入帽子・メリヤス・肌着・ワイシャツ・カラー・ネクタイ・ハンカチーフ・敷布・タウェル・膝掛・毛布・小供帽子・エプローン・洋傘・ステッキ・旅行鞄・オーバシューズ・剃刀類・スリッパース・香水・石鹸・パイプ・内外煙草・毛織物種々・洋装用諸雑貨,21,,62.0
po000577,赤のれん洋反物店の包装紙,赤のれん洋反物店、函館市エビス町、モスリン友仙・ちぢぬ銘せん・半ゑり地・羽二重友仙・洋反物一式・小供服、デンワ一〇五七,661,,62.0
po000578,ハマノ薬房の包装紙,二十間坂角、ハマノ薬房、親切第一・速く良く,662,64.0,61.0
po000579,正札堂の包装紙,函館市十字街、蟻印毛メリヤス、正札堂、支店、旭川師団通り二番館、正札堂、旭川市四条七丁目、正札堂,1738,,61.0
po000580,田中茶舗の包装紙,函館市末広町、大津屋號、田中茶舗、電話千百三拾九番,1736,,61.0
po000581,トラピスト乳製品の包装紙,トラピスト乳製品、発賣元、函館貿易株式会社、海外貿易業及乳製品販賣業、函館區末広町二十五番地、電話二〇七四番,1428,,61.0
po000582,牛鳥　和洋御料理の包装紙,牛鳥、和洋御料理、上野公園前本店、世界、上野三橋際支店、世界,949,,61.0
po000583,トモエヤの包装紙,オコラズ、ナカズニ、トモエヤヘ、児童教育玩具・運動具・楽器類、函館末広町、廿間坂際,136,,61.0
po000584,ネボケ堂の包装紙,宮内省御買上品、高等煎餅、函館區恵比須町、ネボケ堂、電話一五一六番,2007,,61.0
po000585,サムライ呉服店の包装紙,函館地蔵町、電話四九番・一九三二番、サムライ呉服店,739,,62.0
po000586,センシユウアンの包装紙,センシユウアン、本店、電話五十五番、本店、電話一三五一番、分店、電話九十七番,1968,,61.0
po000587,トモエヤの包装紙,トモエヤ、児童百貨店、函館末広町,819,,61.0
po000588,新田完一商店の包装紙,和洋小間物有名化粧品洋物雑貨、新田完一商店、函館末広町二拾六番地、電話二百六十一番、振替口座六千三百０二番,2006,226.0,61.0
po000589,風月堂　田村松五郎の包装紙,東京支店、函館區末広町、風月堂田村松五郎、和洋菓子、一、最上製カステーラ・新製蒸菓子数種・精製春日野饅頭・乾蒸餅、洋名ビスケット・デセール数種・ケーキ數品・煉羊羮各種・干菓子各種・カルルス煎餅・ケンデー數品・フロンケーク飾菓子数品・ボンボン各洋酒入り数品・アイスクリーム各種、稟告、當店ハ特に原料を精選し製造に注意し御祭事用御菓子并に四季の御進物の洋菓子各種共に品質精良体裁優義を旨とし且極めて薄利廉価に調進仕候間何卒本店同様御愛顧御引立被下陸続御用被御付候様伏て奉願上候、電話十番、電話七五六番、振替口座東京二七三八四番,1503,,61.0
po000590,千利庵の包装紙,千利庵、和洋御菓子調進所、函館市鶴岡町、電話一八五八番,697,,61.0
po000591,早坂洋品店の包装紙,早坂洋品店、最新流行用品各種、函館恵比須町、電話二六三九番、,18,,62.0
po000592,赤のれんモスリン店の包装紙,赤のれんモスリン店、電話一〇五七番、モスリンハ四季ノ御召用二最適品親ニモ子ニモ喜バレル果報者、四季花の様な新柄の陳列は弊店の誇りです,818,,62.0
po000593,寺井陶器店の包装紙,函館市末広町、寺井陶器店、電話一一七番,1421,,62.0
po000594,安田商店の包装紙,安田商店、果実蔬菜・乾物鑵詰・函館市末広町、電話一三六一番、御進物用、商品切手、籠詰調進,931,,61.0
po000595,伊月洋物店の包装紙,伊月洋物店、各種帽子類・和洋メリヤス一式・ショール膝掛毛布・洋服付属品各種・旅行用具化粧品・基他小間物雑貨、函館末広町、電話八百八十六番,1569,,62.0
po000596,サカモトの包装紙,サカモト、函館末広町十字街、電話七二二番、洋酒・鑵詰・漬物・鰹節・乾物・鶏卵・雑穀・甘藷・果実・林檎・玉葱・馬鈴薯・蜜柑,1344,,61.0
po000597,函館今井呉服店の包装紙,函館今井呉服店、電話、一三・三〇七・一三一九・一三八〇番、振替口座、小樽四二三番,134,,62.0
po000598,共益商社の包装紙,共益商社、神田區裏神保町八、電話、神田三六五四、神楽坂賣店、牛込區神楽町電話番町三〇三五,586,,61.0
po000599,白木屋呉服店の包装紙,白木屋呉服店、東京日本橋、本店、電話、自八一、至八四、本局、自四，七〇〇、至四，七一九、振替、東京九八、支店、大阪心斎橋、電話、南五四四、一，四一〇振替、大阪四三、出張所、東京丸ノ内、東京海上ビルディング内、電話本局、二三六二、横濱尾上町、電話、三二五二、、、、,19,6.0,62.0
po000600,松吉政吉商店の包装紙,松吉政吉商店、函館區末広町十字街、美術繪葉書・額縁写真張込帖・帽子メリヤス類・洋服付属品一式・婦人小間物化粧品類、地方御註文も特に勉強即事發送可仕候,54,18.0,61.0
po000601,柳栄堂の包装紙,和洋御菓子調進所、柳栄堂、函館區辨天町、電話一○五八番、、、、、、、、、、、、、、、、,740,,61.0
po000602,富屋北川商店の包装紙,富屋北川商店、函館市恵比須町大通、電話一六九三番、振替小樽二七五○番、内外・エハガキ・封筒便箋・アルバム・各種額縁製作・欧米繪畫・トランプ、,1341,,61.0
po000603,浪花屋の包装紙,函館恵比須町、専門浪花屋、新流行粹と高尚,1418,,61.0
po000604,成木屋呉服店の包装紙,成木屋呉服店、東京市四ッ谷博罵町、本店、成木屋呉服店、電話番町三四七四番、函館區末広町、支店、成木屋呉服店、電話一八〇二番,1850,,62.0
po000605,成木屋呉服店の包装紙,東京成木屋呉服店、東京四ッ谷大通、電話番町三四七四番、支店、函館區末広町、電話一八〇二番,1343,,62.0
po000606,函館今井呉服店の包装紙,函館今井呉服店,1425,,62.0
po000607,柳栄堂の包装紙,函館市辨天町、柳栄堂、電話一〇五八番,1104,,61.0
po000608,函館サカモトの包装紙,函館サカモト、電話七二二番・二五三三番,1107,,61.0
po000609,函館サカモトの包装紙,函館サカモト、電話七二二番・五一八番,503,,61.0
po000610,浪花屋の包装紙,浪花屋、函館恵比須町、モシモシ一五二三番、粹と高尚、半ゑり、伊達巻・ほそ紐、帯あげ、帯とめ,1928,,61.0
po000611,浪花屋の包装紙,専門、浪花屋、粹と高尚、函館恵比須町,20,,61.0
po000612,函館　荻野呉服店の包装紙,函館、荻野呉服店、営業種目、絹布綿布・貴金属類・袋物装身具・小間物・化粧品・毛布膝掛・靴洋傘・旅行用品・小供洋服・ショール・洋服付属・帽子類、電話三百四十六番・千○四十八番,741,,62.0
po000613,極光社書店の包装紙,函館エビス町、極光社書店、振替口座、小樽一一三九六番、電話1423番,1540,,61.0
po000614,極光社書店の包装紙,函館市エビス町37、極光社書店、振替口座小樽一一三九六番、電話1423番,1422,,61.0
po000615,西川洋品店の包装紙,K.NISHIKAWA、CO、FOREIGN、GOODS、DEP’T.、MOJI、TELNO.419、P.C&T.１０９０、FUKUOKA、西川洋品店,1259,,62.0
po000616,大丸呉服店の包装紙,大丸呉服店、大阪心斎橋、京都四条髙倉、、神戸元町四丁目,1618,,62.0
po000617,三越呉服店の包装紙,御買上品は早速御届け申上候間、御出口、配達係へ御申付被下度候,1152,,62.0
po000618,函館　風月堂の包装紙,函館、風月堂、電話（一〇）（七五六）番,1369,,61.0
po000619,大島商会の包装紙,営業品目、帽子一式・洋傘・靴・鞄・洋服付属品・シヤツ・メリヤス・毛布・膝掛・襟巻・シヨール・羽織紐・手袋･沓下・石鹼・香水・化粧道具･絹綿ハンカチーフ・眼鏡・双眼鏡・文房具・春慶塗・櫻細工・自転車及び部分品、秋田市下肴町、大島商会本店、振替口座、東京一一一九七番、、電話、七十八番、秋田市土手長町大島商会東店、電話四四五番、秋田駅構内、大島商会出店、電話二六五番、土崎駅構内、大島商会出店,1345,,61.0
po000620,石塚増太郎商店の包装紙,石塚増太郎商店、函館恵比須町、電話一七七〇番、振替小樽四〇九四番、書籍雑誌、文房具、繪はがき、楽器、運動具、和用紙、帳簿,1500,,61.0
po000621,松屋呉服店の包装紙,東京銀座、松屋呉服店、,694,,62.0
po000622,小林洋服店の包装紙,小林洋服店、函館市末広町三十八番地、電話二九三三番、東京類,1325,,62.0
po000623,林屋商舗の包装紙,神戸市、林屋商舗、湊町一丁目、和洋御菓子、,1580,162.0,61.0
po000624,松坂屋いとう呉服店の包装紙,松坂屋いとう呉服店、東京,1026,,62.0
po000625,松坂屋いとう呉服店の包装紙,松坂屋いとう呉服店,1658,,62.0
po000626,五番館の包装紙,五番錧、札幌区北四條西三丁目（停車場通）、電話五番六番一一二三番、振替貯金口座東京二三六四一番,1733,,61.0
po000627,養和軒の包装紙　,食パン菓子製造販賣、養和軒、函館區汐留町、（電話一二参二）,56,,61.0
po000628,榛原直次郎の包装紙,,1502,,61.0
po000629,玉川呉服店の包装紙,東京、電話芝２６、２２６６番、振替口座２１４６８番,1726,,62.0
po000630,小西洋品店の包装紙,小西洋品店、函館区末広町大三阪下、電話、四百六拾三番、TEL.№.463、弊店は至廉なる正札販賣に有之候間何方様の御買上にも御満足且つ御便利に候,1183,,62.0
po000631,白木屋呉服店の包装紙,白木屋呉服店、東京日本橋、寛文二年創業、,1852,,62.0
po000632,桐生織物同業組合・邑楽織物同業組合・伊勢崎織物同業組合・群馬懸生絹太織商同業組合の包装紙,桐生織物同業組合、電話、桐生（一一四番）（五六五番）、伊勢崎織物同業組合、電話伊勢崎（八番）,1266,136.0,208.0
po000633,イツキ洋品店の包装紙,イツキ洋品店、末広町、電話八八六、メリヤス、化粧品・洋服付属品・西洋小間物類、電話八八六,852,,62.0
po000634,松屋呉服店の包装紙,神田今川橋松屋呉服店,1890,,62.0
po000635,長嶋洋品店の包装紙,東京本郷三丁目角、電話下谷二〇二一番、一四〇四番,1417,,62.0
po000636,信盛堂呉服店の包装紙,神部千三、東京市神田区表神保町一番地、電話神田三千四百三十四番、振替口座、八六九四番,1025,,61.0
po000637,河村蒲団店の包装紙,鶴岡町、新川町、河村蒲団店,1269,,62.0
po000638,菊水総本店の包装紙,神戸市楠公社表門角、（電話元町局一三八二）、御饅頭、御煎餅、洋酒、御菓子,1727,,61.0
po000639,マルキ号本店の包装紙,洋風パン各種,1496,,61.0
po000640,白崎分店の包装紙,薬品賣薬化粧品洋物雑貨、函館市青桺町、電話一六九七番、白崎分店,1948,,62.0
po000641,福助饂飩の包装紙,津軽名産、青森県弘前市元長町成田市朗兵衛謹製、振替口座東京四六三七五番、電話六〇四番、製造品名、干饂飩、ひや麦、玉子饂飩、平麺、太饂飩、そうめん、なべやき、饂飩、乾そば,1353,,61.0
po000642,秋月堂の包装紙,御菓子司、秋月堂、函館市大門前、電話二六二九番,55,,61.0
po000643,荻野呉服店の包装紙,荻野呉服店、函館市電話三四六、一〇四八番、営業品目、絹布類、綿布類、貴金属、頭飾品類、袋物類、半襟、小間物、化粧品類、毛布膝掛、鞄類、旅行用品、ショール洋傘類、洋服付属品、雑貨類、小供洋服類、マーヴェル刺繍機,1499,,62.0
po000644,竹田洋品店の包装紙,竹田洋品店、函館恵比須町、電話三七七番,1110,,62.0
po000645,寺井商店の包装紙,金物、漆器、雑貨、陶器、食料品、畳、建具、函館市末広町十字街、電話三一九、三二〇番、,98,,61.0
po000646,加藤呉服店の包装紙,加藤呉服店、函館區地蔵町、電話四九番,1929,,62.0
po000647,菊水売店の包装紙,公園内自由休憩所、菊水売店、電話一三〇五番、公園名物さくら餅、、お寿し,897,,61.0
po000648,西堀書店の包装紙,書籍雑誌類、欧米文房具、楽器運動具、卸小売、、合名会社、函館末広町電話五四六番、書籍文具西堀書店,683,,61.0
po000649,高橋商店の包装紙,日本一、御はきもの、たばこ、雨傘類、メリヤス類一式、函館停車場前高橋商店、電話九七一番,2008,,61.0
po000650,西堀書店の包装紙,書籍、文房具、欧米雑貨、卸小売、合名会社、西堀書店、函館末広町電話五四六番,1118,,61.0
po000651,カナメ屋の包装紙,和洋菓子舗カナメ屋、函館市青柳町電車停留所前、営業品目、和洋御菓子、新選、生菓子、万乾燥菓子、御進物用折詰、儀式用口取一式、,1969,,61.0
po000652,トモエヤの包装紙,商標児童百貨店、函館市末広町二十間坂際、電話二五五七番,619,,61.0
po000653,今井呉服店の包装紙　,営業種目、絹布綿布毛織物類、洋服及付属品類、貴金属頭飾品袋物類、半袖及呉服小物類、化粧品文房具玩具類、毛布膝掛靴鞄類、旅行、小道具類、ショール洋傘、履物類、帽子メリヤス類、食料品煙草類、装身具雑貨類、小児用品類、店内には、食堂、休憩室等の設備有之候間御ゆるり御遊覧の程奉願上候、電話番号特長１３、３０７番、１３８０番、１３１９番、１１６６番、、、、、、、,1970,214.0,62.0
po000654,カネモリ洋物店の包装紙,Allkindsofsuperiorforeignarticles、No.104SUEHIROCHOHAKODATE.TEL.No147、和洋小間物、帽子メリヤス毛布、ゴム沓及旅行具、室内装飾敷物類函館末広町一〇四番地、電話一四七番,1424,,62.0
po000655,近江屋呉服店の包装紙,函館相生町浅利坂下角、電話二三七三番、羽衣印、小袖綿、吹留直綿、メリヤス雑貨,135,,62.0
po000656,陸軍御用甲子屋の包装紙,函館区西川町、和洋御菓子調進所,1595,,61.0
po000657,西堀近江堂の包装紙,函館市末広町、西堀近江堂、楽器、運動具、文房具、書籍雑誌、卸小売、電話五四六番、パイロット、高級万年筆,229,,61.0
po000658,成木屋呉服店の包装紙,東京市四ッ谷博馬町本店成木屋呉服店、電話番町三四七四番、函館区末広町支店成木屋呉服店、電話一八〇二番,663,,62.0
po000659,やまぶきの包装紙,特約大販売店、北日本製紙株式会社、函館、湯川、優等白ちり紙、、、、、、、、,849,,61.0
po000660,やまぶきの包装紙,商標登録、意匠登録、北日本製紙株式会社、函館、湯川、、優等白ちり紙,506,,61.0
po000661,岩船呉服店の包装紙　1～2,電話十五番、十六番、二百八十五番函館区弁天町、西陣呉服各種、糸組物各種、関東呉服各種、肩掛額各種、大島袖薩摩縞各種、メリヤス各種、米沢呉服各種、スカーフ、各国産太物各種、スカート、洋織反物各種、マフラ、仕立物各種、ハンカチーフ、綿類各種、トンビ、糸類各種マント、、右の外京染,384,,62.0
po000662,今井呉服洋物店の包装紙　1～2,電話十三番、三〇七番、一三一九番、呉服太物類、諸仕立物類、膝掛毛布類、洋傘ステッキ類、ゴム沓皮靴、洋服付属品、洋酒食料品、化粧品一式、儀式用品、西洋織物類、帽子メリヤス類、角巻ショール類、カバン類一式、旅行用具類、洋物雅貨、婦人小間物、かみかざり一式、はきもの類、洋服調進,1853,,62.0
po000663,今井呉服洋物店の包装紙　1～3,電話十三番、三〇七番、一三一九番、一三八〇番、,1725,,62.0
po000664,萩野呉服店の包装紙,電話、一〇四八番,1188,,62.0
po000665,今井呉服店の包装紙,HAKODATE.,1350,,62.0
po000666,風月堂田村商店の包装紙　1～2,御菓子舗、函館末広町、電話十番・七五六番、,698,76.0,61.0
po000667,ネボケ堂の包装紙　1～2,函館區恵比須町、電話一五一六番、高等煎餅、宮内省御買上品,1366,,61.0
po000668,今井呉服洋物店の包装紙　1～6,電話十三番、三〇七番、一三一九番、呉服太物類、諸仕立物類、膝掛毛布類、洋傘ステッキ類、ゴム沓皮靴、洋服付属品、洋酒食料品、化粧品一式、儀式用品、西洋織物類、帽子メリヤス類、角巻ショール類、カバン類一式、旅行用具類、洋物雅貨、婦人小間物、かみかざり一式、はきもの類、洋服調進、,872,,62.0
po000669,松屋呉服店の包装紙　1～2,神田今川橋松屋呉服店々頭、電話神田、四〇番、四一番、四二番、四三番、四四番、四五番、四六番、四七番、四八番、四九番、五〇番、五一番、五二番、五三番,1267,,62.0
po000670,センシュウアンの包装紙　1～6,本店電話五十五番千五百〇五番、蓬莱町分店電話九十七番、若松町分店電話千三百五十一番,176,,61.0
